"FBCP1_4.no","FBCP1_4.si","FBCP1_6.indígena?","FBCP1_6.mestizo/a?","FBCP1_7.casado","FBCP1_7.separado","FBCP1_7.soltero","FBCP1_7.unión libre","FBCH_17.no","FBCH_17.si","FSCCN_23.hombre","FSCCN_23.mujer","FBCH_1.carretera/ calle pavimentada o adoquinada","FBCH_1.empedrado","FBCH_1.lastrado/ calle de tierra","FBCH_1.sendero","FBCH_2.casa o villa","FBCH_2.departamento","FBCH_2.mediagua","FBCH_2.rancho","FBCH_3.asbesto(eternit)?","FBCH_3.hormigón/losa/cemento?","FBCH_3.teja?","FBCH_3.zinc?","FBCH_4.asbesto/cemento (fibrolit)?","FBCH_4.hormigón/bloque/ladrillo?","FBCH_4.madera?","FBCH_5.cemento/ladrillo?","FBCH_5.cerámica/baldosa/vinyl?","FBCH_5.duela/ parquet/ tabloncillo/ tablón tratado/ piso flotante ?","FBCH_5.tabla/tablón no tratado?","FBCH_6.otra fuente por tubería?","FBCH_6.pozo?","FBCH_6.red pública?","FBCH_6.río/ vertiente/ acequia?","FBCH_7.no recibe agua por tubería, sino por otros medios?","FBCH_7.por tubería dentro de la vivienda?","FBCH_7.por tubería fuera de la vivienda pero dentro del edificio, lote o terreno?","FBCH_8.excusado y alcantarillado?","FBCH_8.excusado y pozo ciego?","FBCH_8.excusado y pozo séptico?","FBCH_8.no tiene?","FBCH_10.la queman?","FBCH_10.servicio municipal ?","FBCH_11","FBCH_12","FBCH_13.la beben tal como llega al hogar?","FBCH_13.la hierven?","FBCH_14.gas?","FBCH_14.leña/carbón?","FBCH_15.no","FBCH_15.si","FBCH_16.no","FBCH_16.si","FBCH_18.cedida?","FBCH_18.en arriendo?","FBCH_18.propia y la está pagando?","FBCH_18.propia y totalmente pagada ?","FBCP1_1","FBCP1_5","FBCP1_8.Educación Básica","FBCP1_8.Educación Media/Bachillerato","FBCP1_8.Superior","FIPA_4.no","FIPA_4.si","FIPA_5.entre una hora y menos de 24 horas?","FIPA_5.inmediatamente después de nacido (después del parto)?","FIPA_5.más de un día?","FIPA_5.menos de una hora?","FIPA_6.no","FIPA_6.si","FIPA_11.no","FIPA_11.si","FIPA_12.no","FIPA_12.si","FIPA_13.no","FIPA_13.si","FIPA_14","FIPA_15.no","FIPA_15.si","FIPA_17.no","FIPA_17.si","FIPA_19.no","FIPA_19.no sabe / no responde","FIPA_19.si","FIPA_20.no","FIPA_20.si","FIPA_21","FIPA_22.no","FIPA_22.si","FIPA_24.no","FIPA_24.no sabe / no responde","FIPA_24.si","FIPA_26.no","FIPA_26.si","FIPA_28.no","FIPA_28.no sabe / no responde","FIPA_28.si","FIPA_32.no","FIPA_32.si","FIPA_33.no","FIPA_33.no sabe / no responde","FIPA_33.si","FIPA_34.no","FIPA_34.si","FIPA_35.no","FIPA_35.si","FIPA_36.no","FIPA_36.no sabe / no responde","FIPA_36.si","FBCP1_3.no quería más hijos?","FBCP1_3.quería esperar mas tiempo ?","FBCP1_3.tener ese hijo?","FSCE_2.clínica/consultorio privado","FSCE_2.establecimientos de salud del msp","FSCE_2.hospital/clínica/dispensario del iess","FSCE_3","FSCE_4","FSCE_5.no","FSCE_5.si","FSCE_6.clínica/consultorio privado","FSCE_6.en casa","FSCE_6.establecimientos de salud del msp","FSCE_6.hospital/clínica/dispensario del iess","FSCE_7.médico","FSCE_7.obstetriz","FSCE_8.césaria","FSCE_8.normal (vaginal)","FSCE_9.a tiempo","FSCE_9.prematuro","FSCE_10.no","FSCE_10.si","FSCE_11","FSCE_12","FSCE_13","FSCE_14.clínica/consultorio privado","FSCE_14.consejo provincial/unidad municipal de salud","FSCE_14.establecimientos de salud del msp","FSCN_2.gramos","FSCN_2.kilos-gramos","FSCN_2.libras-onzas","FSCN_2.no sabe","FSCN_5.igual","FSCN_5.más grande","FSCN_5.pequeño","FSCN_6.no","FSCN_6.si","FSCN_6.si le entregaron pero se perdio","FSCN_7.no","FSCN_7.si","FSCN_9.no","FSCN_9.si","FSCN_11.no","FSCN_11.si","FSCN_13.no","FSCN_13.si","FSCCN_2","FSCCN_3","FSCCN_4","FSCCN_5.¿estaba enfermo?","FSCCN_5.¿para control niño sano?","FSCCN_6.clínica/consultorio privado","FSCCN_6.establecimientos de salud del msp","FSCCN_6.hospital/clínica/dispensario del iess","FSCCN_8","FSCCN_9","FSCCN_10","FSCCN_11","FSCCN_12","FSCCN_13","FSCCN_14","FSCCN_15","FSCCN_16","FSCCN_17","FSCCN_18","FSCCN_19","FSCCN_21.0-11","FSCCN_21.12-18","FSCCN_21.19-23","FSCCN_21.24-30","FSCCN_21.31-35","FSCCN_22","FIPA_1","FIPA_2","FIPA_3","FIEI_1.no","FIEI_1.si","FIEI_4.no","FIEI_4.si","dcronica"
1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,5,4,0,1,1,0,1,0,1,0,0,0,0,1,16,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,4.32836640552557,1,0,0,0,1,0,0,1,0,1.43251778339394,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,6,5,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0.0253778573203083,0.618940236007196,0.676434540163919,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,18,18,19,19,19,19,19,19,19,19,19,19,1,0,0,0,0,6,66,66,66,1,0,1,0,"0"
1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,2,1,1,0,1,0,0,1,1,0,1,0,0,0,22,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,2.6372853864887,1,0,1,0,0,1,0,1,0,1.44177323868381,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,4,8,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,16,16.4954610361645,16,16,16,16,16,16,16,16.7480550081178,16,16.5838390403256,0,0,0,1,0,29,0,6,0,1,0,1,0,"1"
1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,3,2,0,1,1,0,1,0,1,0,1,0,0,0,26,3,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,5,1,0,1,0,0,0,1,0,1,4,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,4,6,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,16.7935278269112,16.7935278269112,16.9985498583748,16.9985498583748,17.1940190183007,16.9985498583748,16.9985498583748,16.9985498583748,16.9985498583748,17.1940190183007,16.9985498583748,16.9985498583748,0,0,0,1,0,30,66,66,66,1,0,1,0,"0"
0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,4,3,0,1,1,0,1,0,1,0,0,0,1,0,16,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,5,1,0,1,0,1,0,0,0,1,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,4,8,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,18,18,18,18,18,18,17.8200139948346,18,18,18,18,18,1,0,0,0,0,10,66,66,66,0,1,0,1,"0"
1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,5,4,1,0,1,0,1,0,0,1,0,0,0,1,32,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,5,0,1,1,0,0,0,1,0,1,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,6,8,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,16,16.225446122732,16,16,17,16,16,16,16,17,16,16,0,0,0,0,1,33,0,0,2,1,0,1,0,"1"
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,1,0,1,0,1,0,1,0,1,0,0,0,24,2,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,4,1,0,0,1,0,0,1,0,1,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,4,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,10,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,2,0,0,1,0,1,0,17,17,17,17,18,17,17,17,17,17.137141904497,17,17,0,1,0,0,0,15,66,66,66,0,1,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,1,1,0,1,0,1,0,1,0,1,0,0,0,36,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,5,0,1,1,0,1,0,0,0,1,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,12,6,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.118486153993222,0.457420682986903,0.97150408690701,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,18,18,18,18,18,18,18,18,18,18,18,18,1,0,0,0,0,11,66,66,66,1,0,0,1,"0"
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,1,0,1,0,0,0,0,1,18,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,2.49240104276278,1,0,1,0,0,1,0,1,0,1.58796583172152,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,18,18,18,17.3153031140485,17.5239993829294,18,17.3153031140485,18,17.3153031140485,17.5239993829294,18,17.3153031140485,1,0,0,0,0,2,66,66,66,1,0,0,1,"0"
1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,1,0,1,0,1,0,1,0,1,0,0,0,21,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,4,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,8,6,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,17,17,17,17,17,17,17,17,17,17,17,17,0,1,0,0,0,18,0,6,0,1,0,1,0,"0"
1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,1,0,1,0,1,0,1,0,0,1,0,0,29,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,7,1,0,1,0,1,0,0,1,0,1.31780878784308,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,4,8,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0.371734138920333,0.728157199223329,0.681652252865932,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,16.5091073211285,16.5091073211285,16.7135807788813,16.7135807788813,16.9200264926088,16.7135807788813,16.7135807788813,16.7135807788813,16.7135807788813,16.9200264926088,16.7135807788813,16.7135807788813,0,0,0,1,0,29,0,7,0,1,0,0,1,"0"
1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,1,0,1,0,0,1,0,1,1,0,0,0,31,4,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,4,0,1,1,0,0,0,1,1,0,1.38765059248983,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,8,6,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.292968069637974,0.693526409869826,0.744246014287474,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,16,16,16,16,17,16,16.5618380059629,16,16,16,16,17,0,0,0,1,0,28,0,6,0,1,0,0,1,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,4,3,1,0,1,0,1,0,1,0,1,0,0,0,30,2,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1.35267998567722,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,8,0,1,0,0,1,0,0,0,1,0,0,1,0,1,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,5,0,0,0,1,0,1,0,16.3987846631507,16.3987846631507,16.634860956857,16.634860956857,16.7136639256997,16.634860956857,16.634860956857,16.634860956857,16.634860956857,16.7136639256997,16.634860956857,16.634860956857,0,0,0,0,0,46,0,0,1,0,1,0,1,"0"
1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,4,3,1,0,1,0,1,0,1,0,0,1,0,0,15,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1.63366357192165,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,4,6,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,17.0032403494382,17.0032403494382,17.2136875153488,17.2136875153488,17.4525442807027,17.2136875153488,17.2136875153488,17.2136875153488,17.2136875153488,17.4525442807027,17.2136875153488,17.2136875153488,1,0,0,0,0,1,66,66,66,1,0,1,0,"1"
1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,1,0,1,0,1,0,1,0,0,1,0,0,23,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,3,1,0,1,0,0,0,1,0,1,2,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,10,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,8,0,0,0,1,1,0,0,16.633424116514,16.633424116514,16.7766925310968,16.7766925310968,16.9642461356749,16.7766925310968,16.7766925310968,16.7766925310968,16.7766925310968,16.9642461356749,16.7766925310968,16.7766925310968,0,0,1,0,0,19,0,0,1,1,0,1,0,"1"
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,1,0,1,1,0,0,1,1,0,0,1,0,0,24,3,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,2.65494396131874,1,0,1,0,0,1,0,1,0,1.4899858518036,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,7,8,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.109224059474705,0.705065727456779,0.926233845604452,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,18,18,18,17.1216930510567,17.3965311244362,18,17.1216930510567,18,17.1216930510567,17.3965311244362,18,17.1216930510567,1,0,0,0,0,2,3,0,0,1,0,1,0,"0"
1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,1,0,1,0,1,0,0,1,1,0,0,0,23,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,7,0,1,1,0,1,0,0,0,1,4,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,12,7,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,1,0,17,16.8399212055094,17.0502309554822,17.0502309554822,17.50798856101,17.0502309554822,17.0502309554822,18,18,17.50798856101,18,18,0,0,1,0,0,19,0,0,1,1,0,0,1,"1"
1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,0,1,1,0,1,0,1,0,0,0,0,1,24,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,5,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,6,8,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,4,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,17,17,17,17,17,17,17,17,17,17,17,17,0,0,0,1,0,24,0,0,2,1,0,0,1,"1"
1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,18,2,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,2.35025319250944,1,0,1,0,0,1,0,1,0,1.47559576021249,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,16,7,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,2,0,0,0,1,0,1,0,18,18,17.0800455171964,17.0800455171964,17.4312260952524,17.0800455171964,17.0800455171964,17.0800455171964,17.0800455171964,17.4312260952524,17.0800455171964,17.0800455171964,1,0,0,0,0,0,66,66,66,1,0,1,0,"0"
1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,2,1,1,0,1,0,0,1,1,0,0,0,0,1,22,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,8,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,12,6,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,16.443979074076,16.443979074076,16.5789524698161,16.5789524698161,16.8824683631406,16.5789524698161,16.5789524698161,16.5789524698161,16.5789524698161,16.8824683631406,16.5789524698161,16.5789524698161,0,0,0,0,1,31,0,0,1,0,1,0,1,"0"
1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,1,0,1,0,1,0,1,0,0,1,0,0,30,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,10,0,1,1,0,0,0,1,0,1,2,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,5,7,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,2,0,0,1,0,1,0,16.406712079804,16.406712079804,16.7802567818816,16.7802567818816,16.8776191677518,16.7802567818816,16.7802567818816,16.7802567818816,16.7802567818816,16.8776191677518,16.7802567818816,16.7802567818816,0,0,1,0,0,21,0,6,0,1,0,0,1,"0"
1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,2,1,0,1,0,1,0,1,0,1,0,0,0,28,4,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,3.12248208479533,0,0,1,0,1,0,0,1,0,2.32119201626508,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,5,7,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0.0560916580947418,0.167491640706671,1.20129254473725,0,1,0,0,0,18,18,17.8089037213347,17.8089037213347,18,17.8089037213347,18,17.8089037213347,17.8089037213347,18,17.8089037213347,17.8089037213347,1,0,0,0,0,3,66,66,66,1,0,1,0,"1"
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,4,3,0,1,1,0,1,0,1,0,0,0,0,1,29,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2,0,1,1,0,1,0,0,1,0,1.51784671948422,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,5,4,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0.0347665627098839,0.443145716877111,1.00016992181422,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,5,0,1,1,0,0,17,16.6519927043692,17,18,18,17.0520440430528,17.0520440430528,17.0520440430528,17,18,17,18,0,1,0,0,0,13,0,7,0,1,0,1,0,"0"
1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,2,1,1,0,1,0,1,0,1,0,1,0,0,0,19,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,8,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,8,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,16.5763992164854,16.5763992164854,16.790174745965,16.790174745965,17.2058599916417,16.790174745965,16.790174745965,16.790174745965,16.790174745965,17.2058599916417,16.790174745965,16.790174745965,0,0,1,0,0,23,0,4,1,1,0,1,0,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,1,0,1,1,0,1,0,1,0,1,0,0,0,17,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,5,1,0,0,1,0,0,1,0,1,3,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,9,4,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,17,17,17,17,17,17,17,17,17,17,17,17,0,0,1,0,0,19,0,11,0,1,0,0,1,"0"
1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,45,7,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,3,1,0,1,0,0,0,1,0,1,2,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,3,8,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,5,0,1,0,1,0,17,17,17,17,18,17,17,17,17,18,17,17,0,1,0,0,0,17,66,66,66,1,0,0,1,"1"
1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,3,2,0,1,1,0,1,0,1,0,0,0,0,1,23,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,2.57230638297402,1,0,1,0,0,1,0,1,0,1.45784479764473,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,11,8,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0.0278128397232481,0.381209673980991,1.1138119370482,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,2,0,0,1,0,1,0,18,18,18,17.4139177037853,17.5831825210339,18,17.4139177037853,18,17.4139177037853,17.5831825210339,18,17.4139177037853,1,0,0,0,0,2,66,66,66,1,0,1,0,"1"
0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,3,2,1,0,1,0,1,0,1,0,0,0,0,1,30,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,8,0,1,1,0,0,0,1,0,1,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,12,9,0,1,1,0,0,0,0,1,1,0,1,0,0,1,6,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,3,0,0,1,0,0,0,1,16.667480398761,16.667480398761,17.0110140047258,17.0110140047258,17.1252682250912,17.0110140047258,17.0110140047258,17.0110140047258,17.0110140047258,17.1252682250912,17.0110140047258,17.0110140047258,0,1,0,0,0,17,66,66,66,1,0,0,1,"0"
